id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
31201,38,Wiraswasta,99783,D4,11,Menikah,Servis Lainnya,Perempuan,0,26628000,40,<= 6 juta
31202,32,Wiraswasta,294121,D3,12,Cerai,Mesin Inspeksi,Perempuan,0,0,50,<= 6 juta
31203,34,Wiraswasta,240979,SMA,9,Berpisah,Perbaikan Kerajinan,Laki2,0,0,80,<= 6 juta
31204,32,Pemerintah Lokal,209900,Sarjana,13,Menikah,Spesialis,Laki2,0,0,65,> 6 juta
31205,19,Wiraswasta,277974,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0,0,35,<= 6 juta
31206,26,Wiraswasta,158846,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,45,<= 6 juta
31207,58,Wiraswasta,280309,D3,12,Menikah,Ekesekutif Managerial,Laki2,72492000,0,60,> 6 juta
31208,51,Pekerja Bebas Bukan Perusahan,421132,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31209,23,Wiraswasta,83315,10th,6,Menikah,Pembersih,Laki2,0,0,10,<= 6 juta
31210,72,Pekerja Bebas Bukan Perusahan,47203,SMA,9,Menikah,Petani,Laki2,69034000,0,70,<= 6 juta
31211,73,Wiraswasta,148003,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Perempuan,280714000,0,36,> 6 juta
31212,21,Wiraswasta,186648,10th,6,Berpisah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
31213,44,Wiraswasta,138845,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,45,<= 6 juta
31214,46,Pemerintah Lokal,349986,Sarjana,13,Cerai,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31215,38,Wiraswasta,96732,9th,5,Menikah,Petani,Laki2,0,0,60,<= 6 juta
31216,46,Wiraswasta,155659,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,210336000,0,45,> 6 juta
31217,43,Pekerja Bebas Bukan Perusahan,110355,SMA,9,Menikah,Supir,Laki2,0,0,45,<= 6 juta
31218,53,Pekerja Bebas Perusahaan,100029,Doktor,16,Menikah,Spesialis,Laki2,0,0,40,> 6 juta
31219,40,Wiraswasta,118853,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,60,<= 6 juta
31220,19,Wiraswasta,105289,10th,6,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,20,<= 6 juta
31221,30,Wiraswasta,231620,Sarjana,13,Belum Pernah Menikah,Sales,Perempuan,0,0,40,<= 6 juta
31222,30,Wiraswasta,183017,SMA,9,Cerai,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
31223,40,Wiraswasta,104196,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,60,> 6 juta
31224,20,Pekerja Bebas Bukan Perusahan,157145,Pendidikan Tinggi,10,Belum Pernah Menikah,Petani,Laki2,0,31612000,10,<= 6 juta
31225,19,?,218471,SMA,9,Belum Pernah Menikah,?,Perempuan,0,22428000,30,<= 6 juta
31226,18,Pekerja Bebas Bukan Perusahan,212207,SMA,9,Belum Pernah Menikah,Petani,Laki2,0,0,11,<= 6 juta
31227,36,Wiraswasta,379522,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,210336000,0,40,> 6 juta
31228,24,Wiraswasta,185821,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0,0,40,<= 6 juta
31229,49,Wiraswasta,403061,1st-4th,2,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0,0,40,<= 6 juta
31230,24,Wiraswasta,132247,SMA,9,Menikah,Servis Lainnya,Perempuan,0,0,24,<= 6 juta
31231,59,Wiraswasta,66356,7th-8th,4,Belum Pernah Menikah,Petani,Laki2,68110000,0,40,<= 6 juta
31232,40,Pekerja Bebas Perusahaan,214781,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,102172000,0,65,> 6 juta
31233,44,Pekerja Bebas Perusahaan,357679,Sarjana,13,Menikah,Petani,Laki2,210336000,0,65,> 6 juta
31234,24,Wiraswasta,232328,9th,5,Cerai,Servis Lainnya,Perempuan,0,0,35,<= 6 juta
31235,76,?,42209,9th,5,Janda,?,Laki2,0,0,25,<= 6 juta
31236,20,?,388811,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0,0,40,<= 6 juta
31237,36,Pemerintah Lokal,206951,Pendidikan Tinggi,10,Menikah,Penjaga,Laki2,0,0,40,<= 6 juta
31238,36,Pemerintah Lokal,578377,Master,14,Menikah,Spesialis,Perempuan,0,0,40,<= 6 juta
31239,71,Wiraswasta,187703,D4,11,Janda,Spesialis,Perempuan,163492000,0,38,> 6 juta
31240,38,Pemerintah Negara,110426,Doktor,16,Menikah,Spesialis,Perempuan,107632000,0,40,> 6 juta
31241,41,Wiraswasta,152742,D4,11,Cerai,Tech-support,Perempuan,46550000,0,40,<= 6 juta
31242,30,Pemerintah Lokal,263650,Sarjana,13,Belum Pernah Menikah,Sales,Perempuan,0,0,17,<= 6 juta
31243,42,Wiraswasta,126098,SMA,9,Berpisah,Perbaikan Kerajinan,Perempuan,0,0,40,<= 6 juta
31244,24,Wiraswasta,246207,Sarjana,13,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0,0,40,<= 6 juta
31245,44,Pekerja Bebas Bukan Perusahan,106900,Sarjana,13,Cerai,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31246,29,Wiraswasta,162298,Sarjana,13,Menikah,Sales,Laki2,0,0,55,> 6 juta
31247,57,Wiraswasta,167483,D4,11,Cerai,Ekesekutif Managerial,Perempuan,0,0,50,<= 6 juta
31248,44,Wiraswasta,86298,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31249,30,Pekerja Bebas Bukan Perusahan,157778,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31250,51,Wiraswasta,45599,SMA,9,Cerai,Spesialis,Laki2,0,0,40,<= 6 juta
31251,40,Wiraswasta,321758,SMA,9,Menikah,Sales,Laki2,0,0,40,> 6 juta
31252,33,Wiraswasta,357954,SMA,9,Menikah,Pembersih,Laki2,0,0,35,<= 6 juta
31253,30,Wiraswasta,197886,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0,0,45,> 6 juta
31254,52,Wiraswasta,186785,SMA,9,Belum Pernah Menikah,Sales,Laki2,0,26264000,50,<= 6 juta
31255,41,Wiraswasta,306495,SMA,9,Menikah,Petani,Laki2,0,0,40,<= 6 juta
31256,26,Wiraswasta,193945,D3,12,Belum Pernah Menikah,Tech-support,Laki2,0,0,45,<= 6 juta
31257,52,Wiraswasta,49243,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
31258,42,Pekerja Bebas Bukan Perusahan,175674,SMA,9,Menikah,Sales,Laki2,0,0,60,<= 6 juta
31259,33,Wiraswasta,66384,SMA,9,Menikah,Pembersih,Laki2,0,0,38,<= 6 juta
31260,23,Wiraswasta,86939,SMA,9,Cerai,Pembersih,Laki2,0,0,50,<= 6 juta
31261,38,Wiraswasta,40077,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,50,> 6 juta
31262,34,Wiraswasta,135304,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,45,<= 6 juta
31263,35,Wiraswasta,187711,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
31264,29,Wiraswasta,405177,10th,6,Berpisah,Sales,Perempuan,0,0,40,<= 6 juta
31265,27,Wiraswasta,195678,Sarjana,13,Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
31266,38,Pemerintah Provinsi,77792,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,56,<= 6 juta
31267,59,Wiraswasta,154100,Master,14,Belum Pernah Menikah,Sales,Perempuan,389592000,0,45,> 6 juta
31268,63,Wiraswasta,254907,D4,11,Cerai,Servis Lainnya,Perempuan,0,0,20,<= 6 juta
31269,42,Pemerintah Lokal,177937,Sarjana,13,Cerai,Spesialis,Laki2,0,0,50,<= 6 juta
31270,49,Pemerintah Provinsi,168232,SMA,9,Menikah,Pemuka Agama,Laki2,0,0,40,> 6 juta
31271,35,Pekerja Bebas Perusahaan,49020,D3,12,Belum Pernah Menikah,Petani,Laki2,0,0,35,<= 6 juta
31272,23,?,191444,SMA,9,Belum Pernah Menikah,?,Laki2,0,0,40,<= 6 juta
31273,33,Wiraswasta,252168,SMA,9,Menikah,Supir,Laki2,0,0,40,<= 6 juta
31274,30,Pemerintah Lokal,211654,Master,14,Menikah,Spesialis,Laki2,0,0,40,> 6 juta
31275,17,?,171461,10th,6,Belum Pernah Menikah,?,Perempuan,0,0,20,<= 6 juta
31276,36,Wiraswasta,418702,D4,11,Cerai,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
31277,27,Pekerja Bebas Perusahaan,153546,D4,11,Menikah,Servis Lainnya,Perempuan,0,0,36,> 6 juta
31278,32,Wiraswasta,313729,SMA,9,Menikah,Pemuka Agama,Laki2,0,0,40,<= 6 juta
31279,53,Pemerintah Negara,118793,SMA,9,Menikah,Penjaga,Laki2,0,0,40,<= 6 juta
31280,36,?,342480,11th,7,Belum Pernah Menikah,?,Laki2,0,0,40,<= 6 juta
31281,50,Pemerintah Lokal,145166,Master,14,Menikah,Spesialis,Laki2,102172000,0,40,> 6 juta
31282,47,Wiraswasta,209212,9th,5,Menikah,Mesin Inspeksi,Laki2,0,0,56,<= 6 juta
31283,29,Wiraswasta,131310,D3,12,Belum Pernah Menikah,Sales,Perempuan,0,0,40,<= 6 juta
31284,27,Wiraswasta,704108,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0,0,50,<= 6 juta
31285,56,Pekerja Bebas Perusahaan,35723,7th-8th,4,Menikah,Perbaikan Kerajinan,Laki2,0,0,50,> 6 juta
31286,68,Pekerja Bebas Perusahaan,505365,Sarjana,13,Berpisah,Sales,Laki2,0,0,70,<= 6 juta
31287,34,Pekerja Bebas Bukan Perusahan,111985,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,50,<= 6 juta
31288,60,Pekerja Bebas Bukan Perusahan,119575,SMA,9,Menikah,Sales,Laki2,0,0,50,<= 6 juta
31289,49,Wiraswasta,165953,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,26628000,40,<= 6 juta
31290,18,Wiraswasta,283342,11th,7,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,20,<= 6 juta
31291,25,Wiraswasta,188767,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31292,24,Wiraswasta,112706,D4,11,Belum Pernah Menikah,Tech-support,Laki2,0,0,40,<= 6 juta
31293,26,Wiraswasta,340335,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
31294,56,Pekerja Bebas Bukan Perusahan,119069,Sarjana,13,Menikah,Pemuka Agama,Laki2,0,0,40,> 6 juta
31295,69,Pemerintah Negara,159191,Pendidikan Tinggi,10,Janda,Pemuka Agama,Perempuan,0,11340000,38,<= 6 juta
31296,24,Wiraswasta,100321,Sarjana,13,Menikah,Spesialis,Laki2,0,0,45,<= 6 juta
31297,20,Wiraswasta,153583,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
31298,28,Wiraswasta,209109,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,50,<= 6 juta
31299,38,Wiraswasta,189404,SMA,9,Menikah LDR,Servis Lainnya,Laki2,0,0,35,<= 6 juta
31300,44,Pekerja Bebas Bukan Perusahan,83812,Sarjana,13,Cerai,Ekesekutif Managerial,Laki2,0,0,60,<= 6 juta
31301,42,Pekerja Bebas Bukan Perusahan,248406,SMA,9,Menikah,Supir,Laki2,0,0,40,<= 6 juta
31302,46,Wiraswasta,369538,10th,6,Menikah,Supir,Laki2,0,0,40,> 6 juta
31303,39,Wiraswasta,454585,5th-6th,3,Menikah,Petani,Laki2,0,0,54,<= 6 juta
31304,39,Wiraswasta,188503,Sarjana,13,Menikah,Ekesekutif Managerial,Perempuan,0,0,60,> 6 juta
31305,52,Pemerintah Negara,254285,Sarjana,13,Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
31306,31,Wiraswasta,193477,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,55,<= 6 juta
31307,65,Pemerintah Lokal,32846,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,41496000,0,35,<= 6 juta
31308,37,Pekerja Bebas Bukan Perusahan,282461,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0,0,60,<= 6 juta
31309,47,Pemerintah Negara,188386,Sarjana,13,Menikah,Spesialis,Laki2,0,0,45,> 6 juta
31310,61,Wiraswasta,103575,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,37,<= 6 juta
31311,19,Pemerintah Negara,112432,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0,0,10,<= 6 juta
31312,80,Pekerja Bebas Bukan Perusahan,101771,11th,7,Menikah,Ekesekutif Managerial,Laki2,0,0,25,<= 6 juta
31313,61,Wiraswasta,373099,7th-8th,4,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31314,47,Wiraswasta,165539,SMA,9,Belum Pernah Menikah,Spesialis,Perempuan,57414000,0,40,<= 6 juta
31315,22,Wiraswasta,188274,SMA,9,Belum Pernah Menikah,Supir,Laki2,0,0,40,<= 6 juta
31316,62,Pekerja Bebas Bukan Perusahan,369734,SMA,9,Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
31317,50,Pemerintah Negara,24790,SMA,9,Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
31318,20,?,334105,SMA,9,Belum Pernah Menikah,?,Perempuan,0,0,40,<= 6 juta
31319,50,Wiraswasta,94885,Sarjana,13,Cerai,Spesialis,Laki2,0,0,45,> 6 juta
31320,23,Wiraswasta,141264,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
31321,40,Wiraswasta,31621,SMA,9,Menikah LDR,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
31322,44,Pemerintah Lokal,290403,D4,11,Cerai,Penjaga,Perempuan,0,0,40,<= 6 juta
31323,26,Wiraswasta,371556,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
31324,27,Pemerintah Negara,122540,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31325,28,Wiraswasta,181008,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,50,> 6 juta
31326,42,Wiraswasta,444134,SMA,9,Menikah,Supir,Laki2,0,0,40,<= 6 juta
31327,68,Pekerja Bebas Bukan Perusahan,365020,SMA,9,Menikah,Sales,Laki2,0,0,40,<= 6 juta
31328,20,Wiraswasta,200089,5th-6th,3,Belum Pernah Menikah,Pembersih,Laki2,0,0,30,<= 6 juta
31329,57,Wiraswasta,206206,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,> 6 juta
31330,21,Wiraswasta,57298,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0,0,35,<= 6 juta
31331,24,Wiraswasta,395297,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,30,<= 6 juta
31332,49,Wiraswasta,54260,Sarjana,13,Menikah,Spesialis,Laki2,0,0,40,> 6 juta
31333,42,Wiraswasta,204235,Pendidikan Tinggi,10,Menikah,Spesialis,Laki2,0,0,40,> 6 juta
31334,27,Wiraswasta,263728,SMA,9,Menikah,Pembersih,Laki2,43918000,0,50,<= 6 juta
31335,18,Wiraswasta,271935,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0,0,40,<= 6 juta
31336,42,Wiraswasta,334783,SMA,9,Menikah,Spesialis,Perempuan,0,0,40,<= 6 juta
31337,73,Wiraswasta,192740,Sarjana,13,Menikah,Spesialis,Laki2,0,0,30,<= 6 juta
31338,36,Wiraswasta,165473,Sarjana,13,Cerai,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
31339,44,Wiraswasta,90688,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0,0,45,<= 6 juta
31340,50,?,257117,9th,5,Menikah,?,Laki2,0,0,50,<= 6 juta
31341,31,Wiraswasta,81846,SMA,9,Menikah,Pemuka Agama,Laki2,0,0,40,<= 6 juta
31342,50,Wiraswasta,343847,SMA,9,Menikah,Penjaga,Laki2,0,0,38,> 6 juta
31343,53,Wiraswasta,366957,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,1399986000,0,50,> 6 juta
31344,58,?,169982,Pendidikan Tinggi,10,Menikah,?,Laki2,0,0,40,> 6 juta
31345,21,Wiraswasta,153209,Pendidikan Tinggi,10,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
31346,41,Wiraswasta,164647,SMA,9,Cerai,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
31347,53,Wiraswasta,303462,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,30,<= 6 juta
31348,35,Wiraswasta,92028,Master,14,Menikah,Ekesekutif Managerial,Laki2,0,0,50,> 6 juta
31349,47,Pemerintah Lokal,194360,SMA,9,Menikah,Servis Lainnya,Perempuan,0,0,7,> 6 juta
31350,48,Wiraswasta,355978,SMA,9,Menikah,Tech-support,Laki2,0,0,40,<= 6 juta
31351,27,Wiraswasta,219371,SMA,9,Menikah LDR,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
31352,29,Pekerja Bebas Bukan Perusahan,102326,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,40,> 6 juta
31353,26,Wiraswasta,182390,11th,7,Berpisah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31354,39,Pekerja Bebas Bukan Perusahan,163204,SMA,9,Menikah,Sales,Laki2,0,0,40,<= 6 juta
31355,41,Wiraswasta,149909,Sarjana,13,Menikah,Sales,Laki2,107632000,0,50,> 6 juta
31356,71,?,158437,5th-6th,3,Menikah,?,Laki2,0,0,40,<= 6 juta
31357,59,Wiraswasta,126668,D4,11,Menikah,Spesialis,Laki2,72492000,0,50,> 6 juta
31358,51,Pekerja Bebas Bukan Perusahan,22154,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Laki2,0,0,40,<= 6 juta
31359,31,Wiraswasta,213307,7th-8th,4,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0,0,20,<= 6 juta
31360,42,Pekerja Bebas Perusahaan,144236,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0,0,60,<= 6 juta
31361,28,Wiraswasta,213081,11th,7,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
31362,19,Pekerja Bebas Bukan Perusahan,342384,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0,29806000,55,<= 6 juta
31363,34,Pemerintah Lokal,209213,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0,0,15,<= 6 juta
31364,17,Wiraswasta,79464,11th,7,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,12,<= 6 juta
31365,40,Wiraswasta,162098,SMA,9,Cerai,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
31366,26,Wiraswasta,132749,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,45,<= 6 juta
31367,47,Wiraswasta,156926,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,45,> 6 juta
31368,68,Pekerja Bebas Bukan Perusahan,119056,SMA,9,Belum Pernah Menikah,Sales,Laki2,0,0,24,> 6 juta
31369,52,Wiraswasta,284129,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,> 6 juta
31370,66,Wiraswasta,22313,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0,0,20,<= 6 juta
31371,57,Wiraswasta,36990,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,52,<= 6 juta
31372,49,Pekerja Bebas Bukan Perusahan,200471,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31373,25,Wiraswasta,512771,9th,5,Menikah,Supir,Laki2,0,0,45,<= 6 juta
31374,36,Wiraswasta,414683,Sarjana,13,Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
31375,35,Wiraswasta,283122,Pendidikan Tinggi,10,Menikah,Tech-support,Laki2,0,0,45,<= 6 juta
31376,56,Pemerintah Lokal,305767,SMA,9,Menikah,Servis Lainnya,Laki2,0,0,40,<= 6 juta
31377,56,Wiraswasta,219762,SMA,9,Menikah,Sales,Perempuan,0,0,35,<= 6 juta
31378,56,Wiraswasta,184553,10th,6,Cerai,Perbaikan Kerajinan,Laki2,0,0,56,<= 6 juta
31379,29,Wiraswasta,49087,D4,11,Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
31380,51,Wiraswasta,146574,Master,14,Menikah,Ekesekutif Managerial,Laki2,0,0,50,> 6 juta
31381,43,Wiraswasta,102025,Master,14,Menikah,Spesialis,Laki2,0,0,50,<= 6 juta
31382,18,Wiraswasta,189487,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0,0,35,<= 6 juta
31383,47,Pemerintah Lokal,37672,Sarjana,13,Menikah,Spesialis,Perempuan,0,0,45,<= 6 juta
31384,25,Pekerja Bebas Bukan Perusahan,176756,SMA,9,Belum Pernah Menikah,Petani,Laki2,0,0,35,<= 6 juta
31385,54,Wiraswasta,57758,Master,14,Menikah,Sales,Laki2,0,0,68,> 6 juta
31386,33,Wiraswasta,557805,D4,11,Belum Pernah Menikah,Sales,Perempuan,0,0,40,<= 6 juta
31387,62,Pemerintah Negara,33142,Master,14,Menikah,Spesialis,Laki2,0,0,60,> 6 juta
31388,67,Pekerja Bebas Bukan Perusahan,173935,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,8,> 6 juta
31389,33,Wiraswasta,183612,SMA,9,Menikah,Supir,Laki2,0,0,20,<= 6 juta
31390,34,Wiraswasta,111415,SMA,9,Menikah,Sales,Laki2,0,0,70,<= 6 juta
31391,19,Wiraswasta,307496,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,23,<= 6 juta
31392,32,Wiraswasta,236543,12th,8,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31393,44,Wiraswasta,174189,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0,0,60,<= 6 juta
31394,55,Pekerja Bebas Bukan Perusahan,68006,7th-8th,4,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,60,<= 6 juta
31395,43,Wiraswasta,72338,Master,14,Menikah,Tech-support,Laki2,0,0,40,> 6 juta
31396,28,Pekerja Bebas Bukan Perusahan,31717,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31397,41,Pekerja Bebas Bukan Perusahan,140108,SMA,9,Menikah,Pemuka Agama,Laki2,0,0,30,<= 6 juta
31398,26,Wiraswasta,205109,Master,14,Belum Pernah Menikah,Spesialis,Perempuan,0,0,40,<= 6 juta
31399,26,Wiraswasta,29515,SMA,9,Cerai,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
31400,48,?,289517,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0,0,35,<= 6 juta
31401,20,Pemerintah Lokal,163965,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
31402,36,Wiraswasta,297449,Sarjana,13,Menikah,Sales,Laki2,0,0,50,> 6 juta
31403,50,Pekerja Bebas Perusahaan,167793,Sekolah Professional,15,Menikah,Spesialis,Laki2,0,33810000,60,> 6 juta
31404,33,Wiraswasta,239781,SD,1,Menikah,Petani,Laki2,0,0,40,<= 6 juta
31405,31,Wiraswasta,169269,7th-8th,4,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
31406,35,Wiraswasta,99065,D3,12,Cerai,Pemuka Agama,Perempuan,0,0,32,<= 6 juta
31407,22,Wiraswasta,38251,D3,12,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,35,<= 6 juta
31408,20,Wiraswasta,177287,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
31409,23,?,192028,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0,0,35,<= 6 juta
31410,58,Wiraswasta,84231,10th,6,Menikah,Supir,Laki2,0,0,50,> 6 juta
31411,57,Wiraswasta,367334,SMA,9,Berpisah,Sales,Perempuan,0,0,40,<= 6 juta
31412,60,Wiraswasta,116707,11th,7,Cerai,Penjaga,Laki2,0,0,40,<= 6 juta
31413,63,Pekerja Bebas Bukan Perusahan,125178,Sarjana,13,Menikah,Spesialis,Laki2,0,0,40,> 6 juta
31414,35,Pemerintah Negara,172327,Sarjana,13,Berpisah,Ekesekutif Managerial,Laki2,0,0,42,<= 6 juta
31415,36,Wiraswasta,166416,SMA,9,Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
31416,29,Wiraswasta,274969,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Perempuan,0,0,42,<= 6 juta
31417,34,Pekerja Bebas Bukan Perusahan,114185,Sarjana,13,Cerai,Supir,Laki2,0,0,50,<= 6 juta
31418,81,Wiraswasta,36147,Sekolah Professional,15,Menikah,Petani,Laki2,148470000,0,2,> 6 juta
31419,59,Pemerintah Provinsi,176317,10th,6,Cerai,Servis Lainnya,Perempuan,0,0,37,<= 6 juta
31420,68,Wiraswasta,185537,Pendidikan Tinggi,10,Cerai,Sales,Perempuan,0,0,20,<= 6 juta
31421,40,Wiraswasta,121956,Sarjana,13,Menikah LDR,Spesialis,Laki2,189700000,0,40,> 6 juta
31422,43,Pemerintah Provinsi,53956,SMA,9,Menikah,Pemuka Agama,Laki2,0,0,55,> 6 juta
31423,45,Wiraswasta,102076,Pendidikan Tinggi,10,Cerai,Spesialis,Perempuan,0,0,32,<= 6 juta
31424,39,Pemerintah Provinsi,72887,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0,0,40,> 6 juta
31425,65,?,224472,Sekolah Professional,15,Belum Pernah Menikah,?,Laki2,351736000,0,80,> 6 juta
31426,32,Pekerja Bebas Bukan Perusahan,400061,Sekolah Professional,15,Menikah,Spesialis,Laki2,210336000,0,40,> 6 juta
31427,48,Wiraswasta,59380,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Perempuan,0,0,45,<= 6 juta
31428,33,Pekerja Bebas Bukan Perusahan,118267,D3,12,Cerai,Sales,Laki2,0,0,60,<= 6 juta
31429,23,Pemerintah Negara,112137,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0,0,40,<= 6 juta
31430,49,Pemerintah Provinsi,105959,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,0,0,41,> 6 juta
31431,23,Wiraswasta,309178,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
31432,50,Wiraswasta,189107,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
